Take a Bow - Madonna - 1994,"Bedtime Stories album második kislemezeként jelent meg a Take a Bow című dal 1994-ben. A szám kereskedelmi siker volt az Egyesült Államokban, Madonna a Billboard Hot 100-as listát hét hétig vezette. ","A zenei videót Michael Haussman rendezte , és a spanyolországi Ronda- ban forgatták. A videó klip megnyerte a Legjobb női videó díjat az 1995-ös MTV Video Music Awards-on. ",Take a Bow a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-02-25"",""Billboard Hot 100 (USA) - 1., 1995. február 25. - 1995. április 15."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/take%20a%20bow/"",""Official Charts (UK) - 16., 1994. december 17."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2945"",""Offizielle Deutsche Charts (DE) - 18., 1994. december 19."")",Madonna Take A Bow a YouTube oldalán,https://www.youtube.com/watch?v=XDeiovnCv1o,https://youtu.be/XDeiovnCv1o,2019. szeptember 16-án,"16,772,524 megtekintés",93K like,3.7K dislike,"7,838 komment",Madonna Take A Bow című dalának adatai,Take a Bow,Madonna,Bedtime Stories,Pop,1994,"Jelölés: MTV Video Music Award: A legjobb művészeti rendezésért, Billboard Music Award: Az év felnőtt kortárs kislemeze  ",Tudj meg még többet Madonna Take A Bow című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Take_a_Bow_(Madonna_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/14631106?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1saoZHjleM0tAQQoCvpMrB"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T7klakutjms4zklvfuu7qp4k5d4?play=1"",""Google Play"")",Madonna Take A Bow dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/madonna/takeabow.html"",""Madonna Take A Bow dalszöveg"")"
This Is How We Do It - Montell Jordan - 1994,"A This Is How We Do it című dal, Montell Jordan amerikai énekes bemutatkozó kislemeze. 1995. április 15.-én a Billboard Hot 100-as lista élére került, 3 hétig vezette.  ","A dallal Montell Jordan Grammy-díjat nyert, a legjobb férfi R&B énekteljesítményért. A dal reprezentálja az akkor népszerű hip-hop stílusát. ",This Is How We Do It a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-04-15"",""Billboard Hot 100 (USA) - 1., 1995. április 15. - 1995. június 3."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/this%20is%20how%20we%20do%20it/"",""Official Charts (UK) - 11., 1995. május 13."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3050"",""Offizielle Deutsche Charts (DE) - 38., 1995. június 5."")",Montell Jordan This Is How We Do It a YouTube oldalán,https://www.youtube.com/watch?v=0hiUuL5uTKc,https://youtu.be/0hiUuL5uTKc,2019. szeptember 16-án,"106,951,512 megtekintés",594K like,23K dislike,"21,306 komment",Montell Jordan This Is How We Do It című dalának adatai,This Is How We Do It,Montell Jordan,This Is How We Do It,"R&B, Soul, Hip-Hop",1994,,Tudj meg még többet Montell Jordan This Is How We Do It című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/This_Is_How_We_Do_It"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/2522953"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4GZFWGyRE8SfRw8wEu3WoL"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tajivffgulvxhwtvryuyxy7b7sm?play=1"",""Google Play"")",Montell Jordan This Is How We Do It dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/montelljordan/thisishowwedoit.html"",""Montell Jordan This Is How We Do It dalszöveg"")"
Have You Ever Really Loved A Woman? - Bryan Adams - 1994,"A Have You Ever Really Loved A Women című dal, Bryan Adams , Michael Kamen és Robert John ""Mutt"" Lange írta, majd a Don Juan DeMarco film betétdala lett. A dal a Billboard Hot 100-as lista élére is felkerült, öt hétig vezette azt. "," A dallamot a Don Juan című film egészében zenei motívumként használták, és a dalt háromszor mutatták be a filmben. A dalt a Legjobb eredeti dalként jelölték meg a 68. Akadémia díjátadón. ",Have You Ever Really Loved A Woman? a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-06-03"",""Billboard Hot 100 (USA) - 1., 1995. június 3. - 1995. július 8."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/have%20you%20ever%20really%20loved%20a%20woman_qum_/"",""Official Charts (UK) - 4., 1995. május 22."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-2996"",""Offizielle Deutsche Charts (DE) - 3., 1995. április 24."")",Bryan Adams Have You Ever Really Loved A Woman? a YouTube oldalán,https://www.youtube.com/watch?v=hq2KgzKETBw,https://youtu.be/hq2KgzKETBw,2019. szeptember 16-án,"79,352,172 megtekintés",264K like,7.1K dislike,"12,272 komment",Bryan Adams Have You Ever Really Loved A Woman? című dalának adatai,Have You Ever Really Loved A Woman?,Bryan Adams,18 til I Die,"Latin rock, soft rock, pop rock",1994,"Oscar-díj a legjobb eredeti dal,Grammy díj: A legjobb férfi előadó jelölés,",Tudj meg még többet Bryan Adams Have You Ever Really Loved A Woman? című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Have_You_Ever_Really_Loved_a_Woman%3F"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/1172327?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/29t8lxRlQIyG4K5Xaydt46"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tyorge4bjxqny6mda447wvlchbm?play=1"",""Google Play"")",Bryan Adams Have You Ever Really Loved A Woman? dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/bryanadams/haveyoueverreallylovedawoman.html"",""Bryan Adams Have You Ever Really Loved A Woman? dalszöveg"")"
Waterfalls - TLC - 1994," A Waterfalls című dalt 1995. május 29-én adták ki, az album harmadik kislemezeként. A dal hét hétig vezette a Billboard Hot 100-as lista első helyét, így a zenekar második leghíresebb dala lett.",A Waterfalls című dal komoly témákkal foglalkozik többek között az illegális kábítószer-kereskedelemmel és a HIV / AIDS kérdéseivel.,Waterfalls a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-07-08"",""Billboard Hot 100 (USA) - 1., 1995. július 8. - 1995. augusztus 26."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/waterfalls/"",""Official Charts (UK) - 4., 1995. augusztus 5."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3077"",""Offizielle Deutsche Charts (DE) - 5., 1995. augusztus 7."")",TLC Waterfalls a YouTube oldalán,https://www.youtube.com/watch?v=8WEtxJ4-sh4,https://youtu.be/8WEtxJ4-sh4,2019. szeptember 17-én,"92,172,544 megtekintés",473K like,19K dislike,"24,270 komment",TLC Waterfalls című dalának adatai,Waterfalls,TLC,CrazySexyCool,Contemporary R&B,1994,,Tudj meg még többet TLC Waterfalls című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Waterfalls_(TLC_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/13139522?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/5eg56dCpFn32neJak2vk0f"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tisqb5rc7dvnlat4seyhmjgrmdq?play=1&u=0"",""Google Play"")",TLC Waterfalls dalszöveg,"=HYPERLINK(""https://genius.com/Tlc-waterfalls-lyrics"",""TLC Waterfalls dalszöveg"")"
Kiss From A Rose - Seal - 1994,"A Kiss from a Rose című dal eredetileg 1987-ben íródott, de csak 1994-ben adták ki. Az amerikai Billboard Hot 100-as listát egy hétig vezette.","A dal sikerességét mi sem bizonyítja jobban mint, hogy az 1996 Grammy Awards díjátadón megnyerte az év felvétele , az év dala és a legjobb férfi pop énekes kategóriákat. ",Kiss From A Rose a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-08-26"",""Billboard Hot 100 (USA) - 1., 1995. augusztus 26. - 1995. szeptember 2."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/kiss%20from%20a%20rose/"",""Official Charts (UK) - 4., 1994. július 30."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3089"",""Offizielle Deutsche Charts (DE) - 11., 1995. augusztus 21."")",Seal Kiss From A Rose a YouTube oldalán,https://www.youtube.com/watch?v=yivLt9cTaio,https://youtu.be/yivLt9cTaio,2019. szeptember 17-én,"6,063,116 megtekintés",45K like,1.1K dislike,"2,651 komment",Seal Kiss From A Rose című dalának adatai,Kiss From A Rose,Seal,Seal,Pop,1994,Jelölés: MTV Europe Music Award: A legjobb dal ,Tudj meg még többet Seal Kiss From A Rose című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Kiss_from_a_Rose"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/6410051?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/1mSECpFqHRW6leG4idqTE1"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Ttqgvozywai5rcl2d6agfcyyhai?play=1&u=0"",""Google Play"")",Seal Kiss From A Rose dalszöveg,"=HYPERLINK(""https://genius.com/Seal-kiss-from-a-rose-lyrics"",""Seal Kiss From A Rose dalszöveg"")"
You Are Not Alone - Michael Jackson - 1995,"A You Are Not Alone című dalt 1995 augusztus 15-én adták ki, az album második kislemezeként. A dal kereskedelmi siker volt. A Billboard Hot 100-as lista 37 éves történetében Guinness világrekordot tartja, amelyet később a RIAA platinaként tanúsítottak.","A dalt egy R&B ballada a szerelemről és az elszigeteltségről, R. Kelly írta, Kelly és Jackson készítette.",You Are Not Alone a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-09-02"",""Billboard Hot 100 (USA) - 1., 1995. szeptember 2. - 1995. szeptember 9."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/you%20are%20not%20alone/"",""Official Charts (UK) - 1., 1995. szeptember 2."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3073"",""Offizielle Deutsche Charts (DE) - 4., 1995. augusztus 28."")",Michael Jackson You Are Not Alone a YouTube oldalán,https://www.youtube.com/watch?v=pAyKJAtDNCw,https://youtu.be/pAyKJAtDNCw,2019. szeptember 17-én,"195,120,869 megtekintés",1.3M like,39K dislike,"77,811 komment",Michael Jackson You Are Not Alone című dalának adatai,You Are Not Alone,Michael Jackson,"HIStory: Past, Present and Future, Book I",R&B,1995,,Tudj meg még többet Michael Jackson You Are Not Alone című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/You_Are_Not_Alone"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/92174368?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/3OBhnTLrvkoEEETjFA3Qfk"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tcfusxfi2tznsh547c3gh4y7bx4?play=1&u=0"",""Google Play"")",Michael Jackson You Are Not Alone dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/michaeljackson/youarenotalone.html"",""Michael Jackson You Are Not Alone dalszöveg"")"
Gangsta's Paradise -  Coolio featuring L.V. - 1995,"Az 1995-ös Gangsta's Paradise című dal a Billboard minden idők legnagyobb dalai 85-es számán szerepelt, továbbá három hétig vezette a Billboard Hot 100-as listát. ","A dalt a Coolio azonos nevű albumán adták ki, valamint az 1995-ös Dangerous Minds című film betétdalaként. ",Gangsta's Paradise a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-09-09"",""Billboard Hot 100 (USA) - 1., 1995. szeptember 9. - 1995. szeptember 30."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/gangsta's%20paradise/"",""Official Charts (UK) - 1., 1995. október 28."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3110"",""Offizielle Deutsche Charts (DE) - 1., 1995. október 16."")",Coolio featuring L.V.Gangsta's Paradise a YouTube oldalán,https://www.youtube.com/watch?v=fPO76Jlnz6c,https://youtu.be/fPO76Jlnz6c,2019. szeptember 17-én,"220,335,318 megtekintés",1.7M like,58K dislike,"65,015 komment",Coolio featuring L.V.Gangsta's Paradise című dalának adatai,Gangsta's Paradise,Coolio featuring L.V.,Gangsta's Paradise,Hip-Hop/Rap,1995,,Tudj meg még többet Coolio Featuring Gangsta's Paradise című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Gangsta%27s_Paradise"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/763300?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0bhHJcvHfhIQvMOLnFueG3"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5zufzfv3ekklikekji7ngq7myq?play=1&u=0"",""Google Play"")",Coolio featuring L.V. Gangsta's Paradise dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/coolio/gangstasparadise.html7"",""Coolio featuring L.V. Gangsta's Paradise dalszöveg"")"
Fantasy - Mariah Carey - 1995,"A Fantasy című dalt 1995. szeptember 12-én adta ki a Columbia Records, mint az album vezető kislemezét. A Billboard Hot 100-as listát 8 hétig vezette. ","A Fantasy című dalban fellelhető már Carey próbálkozása, hogy a városi R&B-t és a hip-hop beépítse a zenei stílusába. ",Fantasy a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-09-30"",""Billboard Hot 100 (USA) - 1., 1995. szeptember 30. - 1995. november 25."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/fantasy/"",""Official Charts (UK) - 4., 1995. szeptember 23."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3095"",""Offizielle Deutsche Charts (DE) - 17., 1995. október 2."")",Mariah Carey Fantasy a YouTube oldalán,https://www.youtube.com/watch?v=qq09UkPRdFY,https://youtu.be/qq09UkPRdFY,2019. szeptember 17-én,"55,769,195 megtekintés",239K like,10K dislike,"12,002 komment",Mariah Carey Fantasy című dalának adatai,Fantasy,Mariah Carey,Daydream,Contemporary R&B,1995,Jelölés: Grammy-díj: A legjobb női pop előadás ,Tudj meg még többet Mariah Carey Fantasy című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Fantasy_(Mariah_Carey_song)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/105757134?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/track/0uyfpo4TS4fOaNMQjfKRGa?autoplay=true&v=T"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tzsmm2snlr63atjmcbuzkl4arc4?play=1&u=0"",""Google Play"")",Mariah Carey Fantasy dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/mariahcarey/fantasy.html"",""Mariah Carey Fantasy dalszöveg"")"
Exhale - Whitney Houston -  1995,"Az Arista Records 1995. november 7-én adta ki az Exhale című kislemezt. Az Egyesült Államokban, ez lett a harmadik kislemez mely az első helyen debütált a Billboard Hot 100-as listán. ","A dal Kanadában és Spanyolországban elérte az első helyezést a slágerlistákon, Finnországban, Hollandiában, Új-Zélandon és Svédországban az első 10-ben megtalálható volt. ",Exhale a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-11-25"",""Billboard Hot 100 (USA) - 1., 1995. november 25. - 1995. december 2."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/exhale/"",""Official Charts (UK) - 11., 1995. november 18."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3130"",""Offizielle Deutsche Charts (DE) - 26., 1995. november 20."")",Whitney Houston Exhale a YouTube oldalán,https://www.youtube.com/watch?v=wrTuV4Szxzo,https://youtu.be/wrTuV4Szxzo,2019. szeptember 19-én,"22,138,162 megtekintés",90K like,3K dislike,"4,242 komment",Whitney Houston Exhale című dalának adatai,Exhale ,Whitney Houston,Waiting to Exhale,R&B/Soul,1995,"Grammy díj: A legjobb R&B dal,Soul Train zenei díj a legjobb R & B / Soul Singleért - nő, Jelölés: Grammy díj: Az év dala",Tudj meg még többet Whitney Houston Exhale című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Exhale_(Shoop_Shoop)"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/5323021?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/4bXTYQ8nVBYO4k3C3TOVri"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/T5ygqddaec4ff5tp5wtmlpzey4m?play=1&u=0"",""Google Play"")",Whitney Houston Exhale dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/whitneyhouston/exhaleshoopshoop.html"",""Whitney Houston Exhale dalszöveg"")"
One Sweet Day - Mariah Carey & Boyz II Men - 1995,"Az One Sweet Day , Mariah Carey amerikai énekesnő és a Boyz II Men R&B közös dala, mely 1995-ben jelent meg hatalm sikert aratva. 16 hétig vezette a Billboard Hot 100-as listáját. "," Az One Sweet Day című dalt a  Billboard az 1990-es évek kilencedik legjobb dalának nyílvánította. Nemzetközileg a dal Kanadában és Új-Zélandon szerepelt a toplisták legtetején, Ausztráliában, Belgiumban, Franciaországban, Írországban, Hollandiában, Norvégiában, Svédországban és az Egyesült Királyságban pedig az első tízbe került.",One Sweet Day a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1995-12-02"",""Billboard Hot 100 (USA) - 1., 1995. december 2. - 1996. március 23."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/one%20sweet%20day/"",""Official Charts (UK) - 6., 1995. december 9."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3138"",""Offizielle Deutsche Charts (DE) - 25., 1995. december 11."")",Mariah Carey & Boyz II Men One Sweet Day a YouTube oldalán,https://www.youtube.com/watch?v=UXxRyNvTPr8,https://youtu.be/UXxRyNvTPr8,2019. szeptember 19-én,"177,011,331 megtekintés",634K like,31K dislike,"28,163 komment",Mariah Carey & Boyz II Men One Sweet Day című dalának adatai,One Sweet Day,Mariah Carey & Boyz II Men,Daydream,Contemporary R&B,1995,,Tudj meg még többet Mariah Carey & Boyz II Men One Sweet Day című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/One_Sweet_Day"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/99408480?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/63usXXeGwOT0rNMKG6y2Xb"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/Tnko5jejrbcwx4lghyccl5abr3m?play=1&u=0"",""Google Play"")",Mariah Carey & Boyz II Men One Sweet Day dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/boyziimen/onesweetday.html"",""Mariah Carey & Boyz II Men One Sweet Day dalszöveg"")"
h1 /Title,h2/meta,body,1. h3,"Billboard Hot 100 (USA) - 1., 1992. január 25 - 1992. december 31.",Official Charts (UK),Offizielle Deutsche Charts (DE) ,2. h3,YouTube link,YouTube beágyazás link,Adatlap készítésének dátuma,Megtekintések,Like-ok száma,Dislike-ok száma,Kommentek száma,3. h3,Dal,Előadó - címke 1,Album,Műfaj,Kiadás éve,Díjak,4. h3,Wikipedia ,Deezer,Spotify,Google Play,5. h3,Dalszöveg link
Because You Loved Me - Celine Dion - 1996,"Az Egyesült Államokban a Because You Loved Me, Celine Dion második számú kislemezévé vált, hat hétig vezette a Billboard Hot 100-as listáját. ","A Because You Loved Me című dal törte meg, Mariah Carey és Boyz II Men 16 héten át tartó vezetését a Billboard Hot 100-as listáján. ",Because You Loved Me a zenei listákon,"=HYPERLINK(""https://www.billboard.com/charts/hot-100/1996-03-23"",""Billboard Hot 100 (USA) - 1., 1996. március 23. - 1996. május 4."")","=HYPERLINK(""https://www.officialcharts.com/search/singles/because%20you%20loved%20me/"",""Official Charts (UK) - 5., 1995. június 1."")","=HYPERLINK(""https://www.offiziellecharts.de/titel-details-3231"",""Offizielle Deutsche Charts (DE) - 13., 1995. május 20."")",Celine Dion Because You Loved Me a YouTube oldalon,https://www.youtube.com/watch?v=O3XGynvy_V4,https://youtu.be/O3XGynvy_V4,2019. szeptember 19-én,"3,336,016 megtekintések",28K like,913 dislike,"1,104 komment",Celine Dion Because You Loved Me című dalának adatai,Because You Loved Me,Celine Dion,Falling into You,Pop,1996,,Tudj meg még többet Celine Dion Because You Loved Me című daláról,"=HYPERLINK(""https://en.wikipedia.org/wiki/Because_You_Loved_Me"",""Wikipedia "")","=HYPERLINK(""https://www.deezer.com/sv/track/101907813?autoplay=true"",""Deezer"")","=HYPERLINK(""https://open.spotify.com/album/0Jh7XIEQrNQAXm7a6hbJ1h"",""Spotify"")","=HYPERLINK(""https://play.google.com/music/preview/To5wx4mx45r37z2enz7mp73is2q?play=1&u=0"",""Google Play"")",Celine Dion Because You Loved Me dalszöveg,"=HYPERLINK(""https://www.azlyrics.com/lyrics/celinedion/becauseyoulovedme.html"",""Celine Dion Because You Loved Me dalszöveg"")"
